node,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,deg_7,deg_8,deg_9,deg_10,deg_11,deg_12,deg_13,deg_14,deg_15,deg_16,deg_17,deg_18,deg_19,deg_20
21581,829,73,54,52,46,15,12,11,9,7,6,6,6,5,4,4,4,4,4,3
21582,829,310,54,52,46,20,12,9,6,6,5,4,4,4,3,0,0,0,0,0
21583,829,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21584,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21585,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21586,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21587,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21588,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21589,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21590,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21591,829,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21592,829,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593,829,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21594,829,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21595,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21596,829,310,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21597,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21598,829,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21599,829,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,1245,834,791,705,686,538,496,463,459,361,343,339,322,308,299,296,292,261,257,243
21600,829,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21601,829,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21602,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21603,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21604,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21605,829,486,114,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21606,829,486,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21607,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21608,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21609,829,58,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,181,29,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21610,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21611,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21612,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21613,829,28,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21614,829,28,14,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21615,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21616,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21617,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21618,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21619,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21620,829,310,43,17,9,8,7,7,4,4,4,3,0,0,0,0,0,0,0,0
21621,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21622,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21623,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21624,829,54,20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21625,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21626,1383,829,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21627,1383,829,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21628,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21629,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21630,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21631,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21632,829,310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21633,829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21634,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21635,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21636,829,310,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21637,829,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21638,829,54,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21639,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21640,829,54,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21641,829,117,81,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21642,829,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21643,829,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21644,829,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21645,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21646,829,310,15,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
21647,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21648,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,1367,1244,1099,686,542,496,446,422,417,396,377,339,338,327,314,310,308,298,263,258
21650,1383,829,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21651,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21652,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21653,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21654,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21655,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21656,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21657,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21658,829,81,42,34,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21659,829,81,46,42,34,26,15,12,6,6,0,0,0,0,0,0,0,0,0,0
2166,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21660,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21661,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21662,829,58,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21663,829,58,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21664,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21665,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21666,829,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21667,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21668,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21669,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,181,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21670,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21671,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21672,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21673,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21674,829,52,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21675,829,58,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21676,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21677,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21678,829,54,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21679,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,181,30,6,6,4,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0
21680,829,310,8,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21681,829,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21682,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21683,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21684,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21685,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21686,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21687,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21688,829,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21689,829,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,181,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21690,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21691,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21692,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21693,829,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21694,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21695,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21696,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21697,1383,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21698,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21699,829,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1261,1143,552,538,339,232,228,124,110,90,84,77,71,66,65,57,51,42,41,40
2170,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21700,829,25,19,7,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21701,829,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21702,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21703,829,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21704,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21705,829,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21706,829,310,52,43,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21707,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21708,829,310,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21709,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21710,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21711,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21712,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21713,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21714,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21715,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21716,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21717,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21718,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21719,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21720,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21721,829,20,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21722,829,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21723,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21724,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21725,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21726,829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21727,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21728,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21729,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21730,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21731,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21732,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21733,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21734,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21735,829,310,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21736,829,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21737,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21738,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21739,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21740,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21741,829,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21742,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21743,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21744,829,310,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21745,829,310,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21746,829,310,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21747,829,310,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21748,829,310,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21749,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,232,181,127,106,64,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0
21750,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21751,829,310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21752,829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21753,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21754,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21755,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21756,829,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21757,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21758,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21759,829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,181,127,120,107,106,101,91,77,74,64,56,51,39,39,32,11,10,7,6,5
21760,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21761,829,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21762,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21763,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21764,829,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21765,829,87,30,13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21766,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21767,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21768,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21769,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,221,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21770,829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21771,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21772,829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21773,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21774,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21775,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21776,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21777,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21778,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21779,829,46,42,26,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,666,607,231,181,157,92,38,38,29,7,5,2,0,0,0,0,0,0,0,0
21780,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21781,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21782,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,829,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21784,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21785,829,310,19,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21786,829,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21787,829,310,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21788,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21789,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21790,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21791,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21792,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21793,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21794,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21795,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21796,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21797,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21798,829,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21799,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1261,1143,597,552,537,481,389,339,297,293,275,229,200,187,160,145,119,119,110,90
2180,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21800,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21801,829,310,43,15,7,7,5,4,4,3,3,3,3,0,0,0,0,0,0,0
21802,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21803,829,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21804,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21805,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21806,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21807,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21808,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21809,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21810,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21811,829,117,86,81,52,37,16,7,0,0,0,0,0,0,0,0,0,0,0,0
21812,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21813,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21814,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21815,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21816,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21817,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21818,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21819,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21820,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21821,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21822,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21823,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21824,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21825,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21826,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21827,829,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21828,829,81,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21829,829,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21830,829,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21831,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21832,829,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21833,829,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21834,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21835,829,81,43,23,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21836,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21837,829,310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21838,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21839,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,481,297,271,234,181,143,88,45,43,38,32,22,12,11,9,7,0,0,0,0
21840,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21841,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21842,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21843,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21844,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21845,829,8,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21846,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21847,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21848,829,25,19,7,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21849,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,221,181,160,36,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
21850,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21851,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21852,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21853,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21854,829,310,92,90,31,16,11,5,4,3,3,0,0,0,0,0,0,0,0,0
21855,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21856,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21857,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21858,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21859,829,81,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,181,11,6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
21860,829,81,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21861,829,81,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21862,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21863,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21864,829,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21865,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21866,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21867,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21868,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21869,829,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,181,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21870,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21871,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
